2011,Dec03_2011_1200,2,2,E1,E2,E2,E2,E2,E2,E2,E2,E2,E1,E2,E1,A,D,D,D,D,,,,,,,,,,,,,
2011,Dec03_2011_1200,3,3,E1,E2,E1,E2,E2,E2,E2,E3,E1,E2,E1,A,,,,,,,,,,,,,,,,,,
2011,Dec03_2011_1500,6,6,B,C,B,C,B,C,E1,E1,E1,E2,E1,E2,E2,E3,E1,E3,E2,E3,E2,A,B,C,B,C,B,C,D,D,D,D
2011,Dec03_2011_1500,7,7,B,C,B,C,E2,E2,E2,E2,E2,E2,E3,E3,A,B,C,B,C,D,B,D,D,D,D,,,,,,,
2011,Dec03_2011_1500,8,8,B,C,B,C,B,C,E2,E2,E3,E2,E3,E2,E2,E3,E1,D,D,D,D,,,,,,,,,,,
2011,Dec03_2011_1500,9,9,B,C,B,C,B,C,E1,E2,E3,E2,E3,E1,E3,E3,E1,E4,E3,E2,A,B,D,B,D,B,D,D,D,D,D,
2011,Dec03_2011_1500,10,10,B,C,B,C,E1,E2,E2,E2,E1,E3,E2,E4,E3,E3,A,B,C,B,C,B,C,C,D,D,D,,,,,
