Selection	View	Channel	Begin Time (s)	End Time (s)	High Freq (Hz)	Low Freq (Hz)	Time 5% (s)	Time 5% Rel.	Time 95% (s)	Time 95% Rel.	Dur 90% (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Peak Freq (Hz)	BW 90% (Hz)	SNR NIST Quick (dB)	QualName
11	Spectrogram 1	1	50.486478381	52.478880037	500.622	182.044	50.7031	0.1032	52.3750	0.9524	1.6719	1.9924	224.000	448.000	352.000	224.000	14.96	R
12	Spectrogram 1	1	50.764986140	52.521727385	3067.786	1350.163	50.9687	0.1161	52.3281	0.8929	1.3594	1.7567	1408.000	2976.000	1504.000	1568.000	14.69	S
13	Spectrogram 1	1	52.757387795	53.550063723	2696.955	955.733	52.8281	0.0800	53.4375	0.8600	0.6094	0.7927	992.000	2496.000	2144.000	1504.000	14.10	SW
14	Spectrogram 1	1	54.021384545	56.335141306	439.941	182.044	54.2187	0.0816	56.1562	0.9252	1.9375	2.3138	224.000	416.000	288.000	192.000	15.46	R
15	Spectrogram 1	1	54.192773935	56.206599264	3067.786	1289.481	54.4531	0.1250	56.0781	0.9375	1.6250	2.0138	1408.000	3008.000	1504.000	1600.000	13.56	S
16	Spectrogram 1	1	56.485107022	57.384901318	2578.963	895.052	56.6250	0.1429	57.2812	0.8929	0.6562	0.8998	960.000	2336.000	1952.000	1376.000	14.26	SW
17	Spectrogram 1	1	58.182927658	60.180690738	3135.210	1319.822	58.3437	0.0787	60.0781	0.9528	1.7344	1.9978	1408.000	3040.000	1504.000	1632.000	13.82	S
18	Spectrogram 1	1	58.247198679	60.068210945	500.622	91.022	58.3281	0.0431	59.9218	0.9224	1.5938	1.8210	224.000	448.000	288.000	224.000	19.86	R
19	Spectrogram 1	1	60.427062986	61.155467893	2444.115	864.711	60.5312	0.1333	61.0000	0.8000	0.4688	0.7284	960.000	2272.000	1920.000	1312.000	14.05	SS
20	Spectrogram 1	1	61.867799538	64.031590583	470.281	182.044	62.0468	0.0797	63.8906	0.9348	1.8438	2.1638	224.000	448.000	416.000	224.000	17.65	R
21	Spectrogram 1	1	61.974917906	63.967319562	3084.642	1274.311	62.1406	0.0794	63.8125	0.9286	1.6719	1.9924	1376.000	3008.000	1536.000	1632.000	13.26	S
22	Spectrogram 1	1	64.304747929	65.076000183	2359.835	940.563	64.3750	0.0833	64.8906	0.7708	0.5156	0.7713	992.000	2208.000	1920.000	1216.000	15.66	SS
23	Spectrogram 1	1	65.509824069	67.630767767	546.133	197.215	65.8593	0.1630	67.3437	0.8667	1.4844	2.1209	256.000	416.000	352.000	160.000	21.76	R
24	Spectrogram 1	1	65.809218683	67.437954704	2966.650	1183.289	65.9687	0.0962	67.2656	0.8942	1.2969	1.6287	1312.000	2880.000	1376.000	1568.000	13.93	S
25	Spectrogram 1	1	67.416531030	68.616256758	925.393	379.259	67.5937	0.1447	68.5156	0.9211	0.9219	1.1997	448.000	832.000	512.000	384.000	20.22	J
26	Spectrogram 1	1	69.725463895	71.460781466	515.793	227.556	69.9843	0.1455	71.3593	0.9455	1.3750	1.7353	288.000	448.000	384.000	160.000	19.31	R
27	Spectrogram 1	1	70.111090022	71.310815750	2966.650	1213.630	70.2656	0.1200	71.1718	0.8933	0.9062	1.1997	1344.000	2720.000	1376.000	1376.000	13.29	S
28	Spectrogram 1	1	71.246544729	72.831896584	1061.926	318.578	71.3750	0.0792	72.7187	0.9307	1.3438	1.5854	384.000	832.000	512.000	448.000	18.98	J
29	Spectrogram 1	1	73.945401051	74.995161063	500.622	318.578	74.2187	0.2576	74.9375	0.9545	0.7188	1.0498	384.000	448.000	416.000	64.000	21.48	R
30	Spectrogram 1	1	73.945401051	74.952313716	3135.210	1198.459	74.0625	0.1111	74.8750	0.9365	0.8125	1.0069	1280.000	3008.000	1472.000	1728.000	12.86	S
31	Spectrogram 1	1	75.080855758	76.366276181	910.222	409.600	75.2656	0.1358	76.2500	0.9136	0.9844	1.2854	448.000	832.000	544.000	384.000	19.46	J
32	Spectrogram 1	1	77.865933341	79.194201112	424.770	91.022	78.0000	0.0952	78.9687	0.8333	0.9688	1.3283	160.000	416.000	256.000	256.000	21.17	O
33	Spectrogram 1	1	95.635279472	95.635279472	3859.041	287.736	95.6406	NaN	95.6406	NaN	0.0000	0.0000	288.000	1504.000	384.000	1216.000	13.58	break
35	Spectrogram 1	1	202.773730705	204.187693170	3339.414	1947.992	202.9531	0.1222	204.0625	0.9111	1.1094	1.4140	1984.000	3136.000	2240.000	1152.000	12.60	S
36	Spectrogram 1	1	205.323147877	207.294125859	3109.761	1408.815	205.6562	0.1680	207.0625	0.8880	1.4062	1.9710	1504.000	2912.000	1568.000	1408.000	12.23	S
37	Spectrogram 1	1	207.558102319	209.743317038	3495.949	1617.529	207.8281	0.1223	209.5937	0.9353	1.7656	2.1852	1696.000	3168.000	2016.000	1472.000	12.34	WH
38	Spectrogram 1	1	210.363529063	212.670163114	3074.221	1287.066	210.5000	0.0548	212.4375	0.9041	1.9375	2.3066	1408.000	2976.000	1472.000	1568.000	12.21	S
39	Spectrogram 1	1	210.697861117	212.347483993	390.941	284.321	210.7968	0.0571	212.3125	0.9810	1.5156	1.6496	288.000	384.000	384.000	96.000	11.07	R
40	Spectrogram 1	1	212.677285825	214.412603396	3600.306	1756.671	212.9218	0.1364	214.2031	0.8818	1.2812	1.7353	1888.000	3264.000	2176.000	1376.000	12.80	SW
41	Spectrogram 1	1	214.948195239	217.304799348	3127.531	1391.423	215.1562	0.0867	217.1875	0.9533	2.0312	2.3566	1440.000	3008.000	2176.000	1568.000	13.12	S
42	Spectrogram 1	1	214.961172187	216.932150169	444.252	248.781	215.1093	0.0720	216.7812	0.9280	1.6719	1.9710	256.000	416.000	384.000	160.000	14.34	R
43	Spectrogram 1	1	216.726360157	218.890151203	3530.735	1843.635	216.9687	0.1095	218.5000	0.8248	1.5312	2.1638	1920.000	3168.000	1952.000	1248.000	12.78	SW
44	Spectrogram 1	1	219.275777329	221.225331638	3127.531	1356.637	219.4531	0.0887	221.0468	0.9113	1.5938	1.9496	1440.000	3040.000	2976.000	1600.000	12.65	S
45	Spectrogram 1	1	219.395872646	221.281155933	408.711	266.551	219.4531	0.0252	221.1406	0.9328	1.6875	1.8853	288.000	384.000	352.000	96.000	14.84	R
46	Spectrogram 1	1	221.268178985	223.196309620	3252.450	1930.599	221.4687	0.0984	222.9843	0.8934	1.5156	1.9281	2048.000	3040.000	2176.000	992.000	13.12	SW
47	Spectrogram 1	1	224.249399925	226.198954234	3145.302	1301.695	224.3906	0.0726	226.0156	0.9113	1.6250	1.9496	1408.000	3008.000	1440.000	1600.000	11.82	S
48	Spectrogram 1	1	224.323317551	226.037211448	515.332	195.471	224.3750	0.0275	225.9687	0.9633	1.5938	1.7139	256.000	512.000	384.000	256.000	14.82	R
49	Spectrogram 1	1	226.273017953	227.794098787	3130.701	1721.885	226.4218	0.0938	227.6875	0.9375	1.2656	1.5211	1792.000	2976.000	2272.000	1184.000	11.85	SW
50	Spectrogram 1	1	228.479510252	230.343369865	426.482	266.551	228.5468	0.0339	230.2812	0.9746	1.7344	1.8639	288.000	416.000	416.000	128.000	15.64	R
51	Spectrogram 1	1	228.555558343	230.355146935	3127.531	1284.339	228.7187	0.0877	230.2187	0.9298	1.5000	1.7996	1376.000	3008.000	1408.000	1632.000	11.88	S
52	Spectrogram 1	1	230.762196735	231.319212252	2185.718	867.797	230.8750	0.2000	231.2500	0.8857	0.3750	0.5570	928.000	1952.000	1152.000	1024.000	14.05	SS
53	Spectrogram 1	1	232.390395938	234.104289835	3038.681	1301.695	232.4843	0.0550	233.8906	0.8807	1.4062	1.7139	1408.000	2976.000	1504.000	1568.000	11.70	S
54	Spectrogram 1	1	232.507160911	234.199631134	408.711	159.931	232.6718	0.0935	234.0781	0.9346	1.4062	1.6925	192.000	384.000	224.000	192.000	16.55	R
55	Spectrogram 1	1	234.269522496	235.169316792	2665.510	921.817	234.3906	0.1250	235.1250	0.9643	0.7344	0.8998	960.000	2432.000	1152.000	1472.000	13.29	SS
56	Spectrogram 1	1	235.925302101	237.746314367	3074.221	1284.339	236.0468	0.0609	237.5156	0.8783	1.4688	1.8210	1408.000	2976.000	1504.000	1568.000	12.61	S
57	Spectrogram 1	1	236.234880137	237.820231992	426.482	195.471	236.3593	0.0700	237.6562	0.9000	1.2969	1.5854	224.000	416.000	416.000	192.000	16.66	R
58	Spectrogram 1	1	238.190054786	238.897036019	2523.349	1043.567	238.2500	0.0682	238.8281	0.9091	0.5781	0.7070	1088.000	2400.000	1152.000	1312.000	12.23	SS
59	Spectrogram 1	1	239.867258065	241.516880941	3234.152	1319.051	239.9375	0.0381	241.3437	0.8952	1.4062	1.6496	1440.000	3072.000	1536.000	1632.000	12.87	S
60	Spectrogram 1	1	239.876904669	241.162325092	479.792	213.241	239.9843	0.0741	241.0468	0.9136	1.0625	1.2854	224.000	448.000	384.000	224.000	14.30	R
61	Spectrogram 1	1	241.746384623	243.203194436	3461.163	1739.278	241.8750	0.0860	243.0625	0.9032	1.1875	1.4568	1856.000	3360.000	1888.000	1504.000	11.79	SW
62	Spectrogram 1	1	243.953023016	245.559798545	3038.681	1321.851	244.0156	0.0392	245.3750	0.8922	1.3594	1.6068	1408.000	3008.000	2816.000	1600.000	12.37	S
63	Spectrogram 1	1	244.011673646	245.554178154	444.252	195.471	244.0937	0.0510	245.4531	0.9388	1.3594	1.5425	256.000	416.000	384.000	160.000	14.94	R
64	Spectrogram 1	1	246.116814061	246.888066315	2416.729	1026.174	246.1718	0.0625	246.8125	0.9167	0.6406	0.7713	1120.000	2304.000	1184.000	1184.000	11.38	SW
65	Spectrogram 1	1	247.653698178	249.110507991	408.711	195.471	247.7500	0.0645	248.9687	0.9032	1.2188	1.4568	224.000	384.000	320.000	160.000	13.35	R
66	Spectrogram 1	1	247.873555306	249.266094098	3127.531	1269.673	247.9375	0.0449	249.1718	0.9326	1.2344	1.3925	1408.000	3040.000	2816.000	1632.000	12.35	S
67	Spectrogram 1	1	249.673143898	250.594361868	2470.039	991.389	249.7656	0.0862	250.5312	0.9310	0.7656	0.9212	1056.000	2336.000	1248.000	1280.000	12.08	SS
68	Spectrogram 1	1	251.102909647	253.073887628	444.252	142.161	251.4687	0.1840	252.8593	0.8960	1.3906	1.9710	192.000	384.000	352.000	192.000	16.84	R
69	Spectrogram 1	1	251.287945755	253.066110674	3163.072	1339.244	251.3906	0.0531	252.8906	0.9027	1.5000	1.7782	1408.000	3040.000	1472.000	1632.000	12.73	S
70	Spectrogram 1	1	253.393982006	254.250928954	2541.119	1043.567	253.4531	0.0556	254.1875	0.9259	0.7344	0.8569	1088.000	2464.000	1856.000	1376.000	11.80	SS
71	Spectrogram 1	1	255.065028556	256.714651432	3163.072	1252.280	255.2031	0.0769	256.5312	0.8942	1.3281	1.6496	1376.000	3040.000	2752.000	1664.000	12.47	S
72	Spectrogram 1	1	255.109136632	256.994419919	408.711	142.161	255.2343	0.0667	256.8125	0.9083	1.5781	1.8853	192.000	384.000	288.000	192.000	15.80	R
73	Spectrogram 1	1	256.950311843	258.749900435	3287.236	1808.849	257.0781	0.0702	258.5781	0.9123	1.5000	1.7996	1920.000	3072.000	2176.000	1152.000	13.01	SW
74	Spectrogram 1	1	259.049831867	260.763725764	3109.761	1304.459	259.2187	0.0926	260.5937	0.9074	1.3750	1.7139	1408.000	3008.000	1472.000	1600.000	12.41	S
75	Spectrogram 1	1	259.329600354	261.086341599	533.102	177.701	259.5000	0.0901	261.0156	0.9640	1.5156	1.7567	256.000	448.000	288.000	192.000	17.36	R
76	Spectrogram 1	1	261.221682710	262.592797828	3287.236	1791.456	261.2968	0.0465	262.4843	0.9302	1.1875	1.3711	1856.000	3168.000	2176.000	1312.000	11.94	SW
77	Spectrogram 1	1	263.143014225	265.135415881	462.022	213.241	263.2500	0.0476	264.9062	0.8889	1.6562	1.9924	256.000	416.000	320.000	160.000	15.60	R
78	Spectrogram 1	1	263.206024568	264.962765813	3180.842	1304.459	263.3750	0.0901	264.8437	0.9369	1.4688	1.7567	1408.000	3040.000	1536.000	1632.000	12.66	S
79	Spectrogram 1	1	265.206486022	266.406211750	3200.272	1861.028	265.3281	0.0933	266.3125	0.9333	0.9844	1.1997	1920.000	3168.000	2432.000	1248.000	12.29	SW
80	Spectrogram 1	1	267.001931386	269.015756715	607.458	225.627	267.2500	0.1172	268.8437	0.9141	1.5938	2.0138	256.000	512.000	448.000	256.000	17.31	R
81	Spectrogram 1	1	267.237591797	268.565859567	3038.681	1249.627	267.3437	0.0714	268.4531	0.9167	1.1094	1.3283	1344.000	2944.000	2176.000	1600.000	12.96	S
82	Spectrogram 1	1	268.608706914	270.065516727	971.932	329.763	268.6718	0.0430	269.9687	0.9355	1.2969	1.4568	384.000	896.000	512.000	512.000	19.61	J
83	Spectrogram 1	1	270.275836895	270.790005064	2505.579	2079.098	270.2968	0.0312	270.7343	0.9062	0.4375	0.5142	2080.000	2496.000	2240.000	416.000	10.93	SS
84	Spectrogram 1	1	271.458055519	272.315002468	2967.601	1336.407	271.5625	0.1111	272.2500	0.9259	0.6875	0.8569	1408.000	2912.000	1472.000	1504.000	13.27	SS
85	Spectrogram 1	1	271.565173887	272.743475942	520.678	208.271	271.7343	0.1351	272.6875	0.9595	0.9531	1.1783	288.000	480.000	448.000	192.000	19.88	R
86	Spectrogram 1	1	272.679204921	274.136014733	971.932	416.542	272.7812	0.0652	273.9531	0.8804	1.1719	1.4568	448.000	800.000	480.000	352.000	20.46	J
87	Spectrogram 1	1	274.264556776	274.650182903	2434.499	1812.547	274.3125	0.1250	274.5937	0.8750	0.2812	0.3856	1888.000	2368.000	2016.000	480.000	12.30	SS
88	Spectrogram 1	1	275.250045767	276.792550274	572.746	295.051	275.3593	0.0619	276.6406	0.9072	1.2812	1.5425	320.000	480.000	416.000	160.000	20.38	R
89	Spectrogram 1	1	275.678519241	276.364076800	2896.521	1249.627	275.7343	0.0698	276.2968	0.9070	0.5625	0.6856	1344.000	2816.000	1440.000	1472.000	12.35	SS
90	Spectrogram 1	1	276.599737211	277.842310286	937.220	399.186	276.6875	0.0641	277.8125	0.9872	1.1250	1.2426	416.000	800.000	448.000	384.000	21.36	J
91	Spectrogram 1	1	278.077970697	278.399325803	2398.959	2096.868	278.1718	0.3000	278.3437	0.8500	0.1719	0.3214	2144.000	2336.000	2208.000	192.000	13.62	SS
92	Spectrogram 1	1	279.042036015	280.284609090	520.678	190.915	279.1250	0.0633	280.1406	0.8861	1.0156	1.2426	288.000	480.000	416.000	192.000	18.51	R
93	Spectrogram 1	1	279.063459688	280.091796027	2967.601	1214.915	279.2031	0.1250	280.0156	0.9375	0.8125	1.0283	1280.000	2880.000	1408.000	1600.000	12.56	SS
94	Spectrogram 1	1	279.556204184	281.612876861	919.864	329.763	279.6093	0.0229	281.4531	0.9237	1.8438	2.0567	352.000	768.000	480.000	416.000	18.93	J
95	Spectrogram 1	1	281.377216450	282.641213199	2345.649	1919.167	281.5312	0.1125	282.4375	0.8375	0.9062	1.2640	1952.000	2304.000	1984.000	352.000	14.58	SS
96	Spectrogram 1	1	282.732258306	284.103373424	520.678	312.407	282.8906	0.1149	283.9531	0.8966	1.0625	1.3711	352.000	480.000	416.000	128.000	16.88	R
97	Spectrogram 1	1	282.882224022	283.739170971	2932.061	1232.271	282.9687	0.0926	283.6875	0.9444	0.7188	0.8569	1312.000	2848.000	1376.000	1536.000	11.86	SS
98	Spectrogram 1	1	283.717747297	285.710148953	919.864	312.407	283.7812	0.0315	285.5625	0.9291	1.7812	1.9924	352.000	864.000	480.000	512.000	19.24	J
99	Spectrogram 1	1	286.245740796	287.723974282	503.322	312.407	286.4687	0.1489	287.5625	0.8936	1.0938	1.4782	352.000	480.000	416.000	128.000	15.56	R
100	Spectrogram 1	1	286.524248554	287.209806113	2878.751	1301.695	286.5937	0.0930	287.1562	0.9302	0.5625	0.6856	1376.000	2848.000	1440.000	1472.000	11.97	SS
101	Spectrogram 1	1	287.574008566	288.773734295	954.576	329.763	287.7343	0.1316	288.6875	0.9342	0.9531	1.1997	352.000	800.000	480.000	448.000	19.16	J
102	Spectrogram 1	1	290.936850764	293.421996916	486.998	86.964	291.5312	0.2390	293.0937	0.8679	1.5625	2.4851	192.000	416.000	320.000	224.000	19.79	O
103	Spectrogram 1	1	300.959768375	300.959768375	4180.628	558.545	300.9531	NaN	300.9531	NaN	0.0000	0.0000	672.000	3296.000	2624.000	2624.000	13.03	break
104	Spectrogram 1	1	310.020697281	311.713167505	4017.732	1930.599	310.1718	0.0841	311.5937	0.9346	1.4219	1.6925	2048.000	3744.000	2752.000	1696.000	11.55	SW
105	Spectrogram 1	1	312.668082472	314.810449843	2967.601	1301.695	312.9375	0.1250	314.6250	0.9191	1.6875	2.1424	1440.000	2944.000	2880.000	1504.000	11.95	S
106	Spectrogram 1	1	315.129021908	316.671526415	3791.626	1756.671	315.2031	0.0412	316.5312	0.9175	1.3281	1.5425	1888.000	3520.000	3104.000	1632.000	11.88	SW
107	Spectrogram 1	1	317.574103753	319.930707862	3163.072	1388.475	317.9218	0.1467	319.6562	0.8867	1.7344	2.3566	1472.000	3104.000	3104.000	1632.000	13.00	S
108	Spectrogram 1	1	317.981153553	319.566505408	538.034	312.407	318.0312	0.0297	319.4687	0.9406	1.4375	1.5854	352.000	512.000	416.000	160.000	16.82	R
109	Spectrogram 1	1	319.970772168	322.498765666	3513.342	1826.242	320.1875	0.0813	322.3906	0.9625	2.2031	2.5280	1920.000	3392.000	2976.000	1472.000	11.24	SW
110	Spectrogram 1	1	322.715785445	324.836729143	3198.612	1353.763	323.0312	0.1481	324.5781	0.8815	1.5469	2.1209	1472.000	3104.000	1568.000	1632.000	13.85	S
111	Spectrogram 1	1	323.444190351	324.858152816	485.966	260.339	323.6250	0.1236	324.7187	0.9101	1.0938	1.4140	352.000	480.000	416.000	128.000	20.64	R
112	Spectrogram 1	1	325.066607718	326.716230595	3582.913	1669.707	325.1562	0.0481	326.5625	0.9135	1.4062	1.6496	1792.000	3488.000	2976.000	1696.000	11.69	SW
113	Spectrogram 1	1	327.116738521	329.130563850	3216.382	1405.831	327.4218	0.1484	328.8593	0.8672	1.4375	2.0138	1472.000	3136.000	1568.000	1664.000	13.76	S
114	Spectrogram 1	1	327.716601385	330.051781820	763.661	312.407	327.9375	0.0940	329.7968	0.8926	1.8594	2.3352	352.000	576.000	416.000	224.000	21.55	R
115	Spectrogram 1	1	329.287071441	330.786728601	3617.699	1895.813	329.3906	0.0632	330.6093	0.8842	1.2188	1.4997	1984.000	3456.000	2176.000	1472.000	12.35	SW
116	Spectrogram 1	1	331.593410220	333.607235549	3180.842	1339.244	331.7656	0.0859	333.3437	0.8750	1.5781	2.0138	1472.000	3104.000	3008.000	1632.000	13.82	S
117	Spectrogram 1	1	331.679981022	333.415298594	728.949	329.763	332.0937	0.2364	333.2656	0.9182	1.1719	1.7353	352.000	544.000	384.000	192.000	20.69	R
118	Spectrogram 1	1	333.989112101	335.188837829	3026.344	1652.314	334.0312	0.0263	335.1093	0.9342	1.0781	1.1997	1728.000	2944.000	1888.000	1216.000	11.27	SW
119	Spectrogram 1	1	335.729055355	337.785728032	781.017	242.983	336.0781	0.1679	337.6718	0.9466	1.5938	2.0567	288.000	544.000	416.000	256.000	18.80	R
120	Spectrogram 1	1	336.065015775	337.907451715	3163.072	1319.822	336.2187	0.0769	337.7187	0.8974	1.5000	1.8424	1408.000	3040.000	1472.000	1632.000	13.77	S
121	Spectrogram 1	1	338.271654168	339.385685201	2185.718	1001.244	338.3906	0.1000	339.2656	0.9000	0.8750	1.1140	1088.000	2048.000	1120.000	960.000	13.04	SS
122	Spectrogram 1	1	339.835582349	341.827984005	470.281	288.237	340.1718	0.1667	341.6562	0.9206	1.4844	1.9924	352.000	448.000	448.000	96.000	21.59	R
123	Spectrogram 1	1	340.028395413	341.806560331	3216.382	1334.993	340.2187	0.1062	341.5937	0.8850	1.3750	1.7782	1408.000	3136.000	1568.000	1728.000	14.72	S
124	Spectrogram 1	1	342.042220742	343.563301576	2452.269	1031.585	342.2187	0.1134	343.5000	0.9588	1.2812	1.5211	1120.000	2336.000	1152.000	1216.000	12.73	SS
125	Spectrogram 1	1	343.863233008	346.091295074	500.622	212.385	344.1562	0.1277	345.8906	0.9149	1.7344	2.2281	320.000	448.000	416.000	128.000	21.21	R
126	Spectrogram 1	1	343.948927703	345.984176706	3251.922	1289.481	344.2343	0.1395	345.7656	0.8992	1.5312	2.0352	1440.000	3104.000	1568.000	1664.000	14.34	S
127	Spectrogram 1	1	346.219837117	347.655223256	2310.108	986.074	346.3437	0.0778	347.5625	0.9444	1.2188	1.4354	1056.000	2176.000	1120.000	1120.000	12.04	SS
128	Spectrogram 1	1	347.965719711	350.515136883	555.390	225.627	348.2812	0.1235	350.4375	0.9753	2.1562	2.5494	288.000	512.000	416.000	224.000	20.09	R
129	Spectrogram 1	1	348.182241650	350.153219632	3234.152	1334.993	348.4218	0.1200	349.9218	0.8880	1.5000	1.9710	1408.000	3104.000	2880.000	1696.000	13.62	S
130	Spectrogram 1	1	350.354606144	351.425789830	2452.269	1122.607	350.4062	0.0441	351.3281	0.9118	0.9219	1.0712	1152.000	2336.000	1152.000	1184.000	12.00	SS
131	Spectrogram 1	1	352.145621288	354.138022943	3180.842	1410.844	352.4531	0.1508	353.9062	0.8889	1.4531	1.9924	1440.000	3104.000	1440.000	1664.000	13.74	S
132	Spectrogram 1	1	352.145621288	354.073751922	485.452	182.044	352.3125	0.0820	354.0312	0.9836	1.7188	1.9281	288.000	448.000	416.000	160.000	20.23	R
133	Spectrogram 1	1	354.358201223	355.515079603	2416.729	1008.781	354.4687	0.0959	355.4218	0.9315	0.9531	1.1569	1088.000	2304.000	1152.000	1216.000	13.05	SS
134	Spectrogram 1	1	356.051155316	358.086404319	561.304	227.556	356.4062	0.1705	357.8593	0.8915	1.4531	2.0352	352.000	512.000	448.000	160.000	21.69	R
135	Spectrogram 1	1	356.286815727	357.229457371	3127.531	1395.674	356.3750	0.0847	357.1562	0.9322	0.7812	0.9426	1408.000	3040.000	1408.000	1632.000	13.81	S
136	Spectrogram 1	1	357.529388803	359.200435353	1001.244	424.770	357.6406	0.0660	358.9218	0.8396	1.2812	1.6710	480.000	896.000	640.000	416.000	24.80	J
137	Spectrogram 1	1	359.165678133	359.701269976	2398.959	1865.857	359.2343	0.1212	359.6093	0.8485	0.3750	0.5356	1920.000	2368.000	2048.000	448.000	13.45	SS
138	Spectrogram 1	1	360.279709166	361.693671631	568.642	266.551	360.6250	0.2444	361.6406	0.9667	1.0156	1.4140	384.000	512.000	448.000	128.000	22.83	R
139	Spectrogram 1	1	360.410872918	361.332090887	2949.831	1319.822	360.5781	0.1724	361.1406	0.7931	0.5625	0.9212	1408.000	2880.000	1440.000	1472.000	14.01	SS
140	Spectrogram 1	1	361.332090887	363.110255806	1001.244	348.919	361.3750	0.0177	362.6875	0.7611	1.3125	1.7782	448.000	832.000	640.000	384.000	22.67	J
141	Spectrogram 1	1	363.002116589	363.516284758	2416.729	1865.857	363.0781	0.1250	363.4687	0.9062	0.3906	0.5142	1920.000	2336.000	2240.000	416.000	12.55	SS
142	Spectrogram 1	1	363.495881933	365.424012567	546.133	303.407	363.9218	0.2195	365.2656	0.9187	1.3438	1.9281	352.000	480.000	448.000	128.000	20.78	R
143	Spectrogram 1	1	364.074750017	364.938233040	2873.186	1228.800	364.2031	0.1455	364.9062	0.9636	0.7031	0.8635	1280.000	2752.000	1408.000	1472.000	13.05	SS
144	Spectrogram 1	1	364.824149703	366.666585643	955.733	333.748	364.9687	0.0769	366.4218	0.8718	1.4531	1.8424	416.000	800.000	480.000	384.000	25.09	J
145	Spectrogram 1	1	366.344209689	366.858377858	2434.499	1972.477	366.3906	0.0645	366.7968	0.9032	0.4062	0.5142	2016.000	2400.000	2048.000	384.000	12.28	SS
146	Spectrogram 1	1	384.255011855	384.255011855	4485.289	236.959	384.2500	NaN	384.2500	NaN	0.0000	0.0000	288.000	3520.000	448.000	3232.000	14.42	break
147	Spectrogram 1	1	391.848008761	393.711868375	2991.270	1287.066	391.9687	0.0593	393.5937	0.9407	1.6250	1.8639	1376.000	2912.000	2784.000	1536.000	11.65	S
148	Spectrogram 1	1	393.862708020	396.305006824	3835.661	1857.085	394.2343	0.1484	396.1718	0.9484	1.9375	2.4423	1952.000	3552.000	2304.000	1600.000	13.07	SW
149	Spectrogram 1	1	397.525282296	399.410565583	3042.257	1339.244	397.6093	0.0417	399.2500	0.9167	1.6406	1.8853	1440.000	3040.000	3008.000	1600.000	12.01	S
150	Spectrogram 1	1	399.539107626	401.445814586	3408.985	1704.493	399.7187	0.0909	401.1250	0.8347	1.4062	1.9067	1856.000	3232.000	2272.000	1376.000	13.96	SW
151	Spectrogram 1	1	401.938359375	403.566558578	468.610	208.271	402.0625	0.0680	403.3593	0.8738	1.2969	1.6282	288.000	448.000	352.000	160.000	16.23	R
152	Spectrogram 1	1	402.260788117	404.225182541	3161.228	1336.407	402.4218	0.0800	404.0937	0.9360	1.6719	1.9644	1472.000	3072.000	2944.000	1600.000	13.13	S
153	Spectrogram 1	1	404.507250528	406.092602383	3130.701	2139.312	404.5468	0.0200	405.8593	0.8600	1.3125	1.5854	2272.000	3008.000	2944.000	736.000	14.24	SW
154	Spectrogram 1	1	406.972922699	409.200984765	485.966	260.339	407.1718	0.0851	409.0312	0.9291	1.8594	2.2281	320.000	448.000	352.000	128.000	18.37	R
