Selection	View	Channel	Begin Time (s)	End Time (s)	High Freq (Hz)	Low Freq (Hz)	Time 5% (s)	Time 5% Rel.	Time 95% (s)	Time 95% Rel.	Dur 90% (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Peak Freq (Hz)	BW 90% (Hz)	SNR NIST Quick (dB)	QualName
1	Spectrogram 1	1	2.090537845	4.574945139	3080.752	1242.803	2.3593	0.1076	4.4062	0.9367	2.0469	2.4844	1408.000	3008.000	1504.000	1600.000	13.52	S
2	Spectrogram 1	1	4.847623988	6.089827635	3045.744	1085.265	4.9375	0.0641	5.9531	0.8974	1.0156	1.2422	1152.000	2912.000	1824.000	1760.000	15.87	SW
3	Spectrogram 1	1	6.816971233	8.695425529	455.111	245.060	6.9375	0.0588	8.5000	0.8992	1.5625	1.8785	288.000	416.000	384.000	128.000	18.62	R
4	Spectrogram 1	1	6.847268883	9.210485578	3080.752	1295.316	7.0781	0.0933	9.0312	0.9267	1.9531	2.3632	1408.000	2976.000	1408.000	1568.000	14.44	S
530	Spectrogram 1	1	7.392626582	10.482986875	3747.081	3625.719	7.7031	0.0969	10.3437	0.9592	2.6406	3.0904	3648.000	3744.000	3648.000	96.000	12.01	P
5	Spectrogram 1	1	9.664950327	10.907153973	2888.205	997.744	9.7500	0.0633	10.7656	0.8861	1.0156	1.2422	1120.000	2720.000	2368.000	1600.000	15.94	SW
531	Spectrogram 1	1	11.547360133	14.967039064	3792.593	3716.741	11.7812	0.0645	14.9531	1.0000	3.1719	3.4197	3744.000	3776.000	3744.000	32.000	13.04	P
6	Spectrogram 1	1	11.573702272	14.027811916	3098.256	1260.308	11.8906	0.1282	13.7968	0.9103	1.9062	2.4541	1408.000	3008.000	1504.000	1600.000	14.22	S
7	Spectrogram 1	1	12.270548220	13.724835417	455.111	280.068	12.4218	0.0978	13.6875	0.9783	1.2656	1.4543	288.000	416.000	352.000	128.000	20.28	R
8	Spectrogram 1	1	14.451979015	15.633587362	2433.094	1067.761	14.5000	0.0400	15.5156	0.9067	1.0156	1.1816	1088.000	2400.000	1184.000	1312.000	17.63	SS
9	Spectrogram 1	1	16.451623910	18.602757055	3080.752	1347.829	16.7656	0.1460	18.4062	0.9124	1.6406	2.1511	1440.000	3040.000	1536.000	1600.000	15.70	S
10	Spectrogram 1	1	16.572814510	18.542161755	437.607	245.060	16.7187	0.0720	18.2812	0.8720	1.5625	1.9693	256.000	416.000	384.000	160.000	17.49	R
532	Spectrogram 1	1	16.845493359	19.663174802	3959.769	3887.113	17.2031	0.1229	19.4843	0.9385	2.2812	2.8177	3904.000	3936.000	3936.000	32.000	11.01	P
11	Spectrogram 1	1	19.148114753	20.269127801	2573.128	1050.256	19.2656	0.0986	20.1406	0.8873	0.8750	1.1210	1120.000	2336.000	2144.000	1216.000	18.60	SS
12	Spectrogram 1	1	21.117461999	23.359488093	3290.803	1242.803	21.2656	0.0629	23.0468	0.8601	1.7812	2.2420	1408.000	3040.000	1536.000	1632.000	15.90	S
