Selection	View	Channel	Begin Time (s)	End Time (s)	High Freq (Hz)	Low Freq (Hz)	Time 5% (s)	Time 5% Rel.	Time 95% (s)	Time 95% Rel.	Dur 90% (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Peak Freq (Hz)	BW 90% (Hz)	SNR NIST Quick (dB)	QualName
35	Spectrogram 1	1	275.049737734	278.806645714	2859.615	1297.067	275.2187	0.0420	278.5312	0.9328	3.3125	3.7569	1376.000	2832.000	1488.000	1456.000	12.21	M2
36	Spectrogram 1	1	279.751932213	283.339173380	3026.489	1297.067	279.9062	0.0354	283.1562	0.9558	3.2500	3.5872	1376.000	2928.000	1760.000	1552.000	11.43	M2
37	Spectrogram 1	1	284.332936136	288.186796579	3125.096	1327.407	284.4999	0.0410	287.7812	0.9016	3.2812	3.8539	1392.000	3056.000	2992.000	1664.000	12.09	M2
38	Spectrogram 1	1	288.889701943	292.719324271	2988.563	1297.067	289.1562	0.0656	292.4687	0.9344	3.3125	3.8296	1392.000	2960.000	2960.000	1568.000	12.42	M2
39	Spectrogram 1	1	293.543420214	298.463757762	3034.074	1077.096	293.8437	0.0577	297.9062	0.8910	4.0625	4.9203	1264.000	2976.000	1344.000	1712.000	12.19	M3
40	Spectrogram 1	1	299.437747260	302.006987555	3087.170	1039.170	299.6562	0.0741	301.7812	0.9136	2.1250	2.5692	1296.000	3056.000	3040.000	1760.000	11.73	M
41	Spectrogram 1	1	303.000750311	307.848373510	3041.659	1008.830	303.3124	0.0584	307.4374	0.9156	4.1250	4.8476	1168.000	3008.000	1728.000	1840.000	11.71	M2
42	Spectrogram 1	1	308.696707570	312.259710622	2996.148	1448.770	308.9374	0.0619	311.8749	0.8938	2.9375	3.5630	1504.000	2896.000	1728.000	1392.000	11.70	M
43	Spectrogram 1	1	313.206725459	316.478871118	970.904	265.481	313.6249	0.1250	316.3437	0.9615	2.7188	3.2721	288.000	784.000	688.000	496.000	20.24	A
44	Spectrogram 1	1	322.593319568	322.617557684	3329.896	470.281	322.5937	NaN	322.5937	NaN	0.0000	0.0242	512.000	2448.000	560.000	1936.000	11.08	break
45	Spectrogram 1	1	527.358322106	529.563990662	2844.444	1501.867	527.4999	0.0571	529.3124	0.8857	1.8125	2.2057	1568.000	2784.000	2704.000	1216.000	11.25	M
46	Spectrogram 1	1	530.363848490	532.908850669	2950.637	1501.867	530.8437	0.1852	532.7187	0.9259	1.8750	2.5450	1680.000	2896.000	2464.000	1216.000	11.39	M
47	Spectrogram 1	1	533.878375309	537.707997636	2935.467	1334.993	534.2187	0.0826	537.4374	0.9339	3.2188	3.8296	1568.000	2880.000	2464.000	1312.000	11.82	M2
48	Spectrogram 1	1	538.556331696	544.131098375	3056.830	1380.504	538.7812	0.0393	543.7812	0.9382	5.0000	5.5748	1456.000	3024.000	1504.000	1568.000	11.17	M3
49	Spectrogram 1	1	544.886512897	549.879564792	3087.170	1304.652	545.1562	0.0503	549.5937	0.9434	4.4375	4.9931	1392.000	3040.000	2816.000	1648.000	11.43	M3
50	Spectrogram 1	1	550.752136968	553.103234220	3231.289	1539.793	550.9062	0.0541	552.9687	0.9459	2.0625	2.3511	1648.000	3136.000	2928.000	1488.000	11.50	M
51	Spectrogram 1	1	554.172736018	560.789741685	3087.170	1517.037	554.7499	0.0853	560.1874	0.9100	5.4375	6.6170	1552.000	3056.000	3056.000	1504.000	12.09	M4
52	Spectrogram 1	1	561.516885165	565.370745608	3018.904	1327.407	562.0312	0.1311	564.7187	0.8361	2.6875	3.8539	1488.000	2992.000	2848.000	1504.000	12.18	M2
53	Spectrogram 1	1	566.077971756	570.707451911	3041.659	1334.993	566.3437	0.0544	570.2499	0.9048	3.9062	4.6295	1408.000	2992.000	2832.000	1584.000	12.80	M3
54	Spectrogram 1	1	571.943595827	575.021836558	3079.585	1380.504	572.2499	0.0928	574.7812	0.9278	2.5312	3.0782	1504.000	2976.000	2816.000	1472.000	12.84	M2
55	Spectrogram 1	1	575.894408734	580.911698745	3094.756	1334.993	576.1562	0.0500	580.5624	0.9313	4.4062	5.0173	1424.000	3040.000	2896.000	1616.000	12.06	M3
56	Spectrogram 1	1	581.665816594	585.059152834	3056.830	1312.237	581.7812	0.0280	584.8124	0.9346	3.0312	3.3933	1424.000	2960.000	2880.000	1536.000	12.64	M2
57	Spectrogram 1	1	585.907486893	591.676158501	2996.148	1259.141	586.5937	0.1148	590.9374	0.8743	4.3438	5.7687	1472.000	2912.000	2880.000	1440.000	12.08	M4
58	Spectrogram 1	1	592.889936397	595.919700896	3026.489	1274.311	593.2187	0.1042	595.8124	0.9688	2.5938	3.0298	1424.000	2928.000	2880.000	1504.000	12.09	M2
