Selection	View	Channel	Begin Time (s)	End Time (s)	High Freq (Hz)	Low Freq (Hz)	Time 5% (s)	Time 5% Rel.	Time 95% (s)	Time 95% Rel.	Dur 90% (s)	Delta Time (s)	Freq 5% (Hz)	Freq 95% (Hz)	Peak Freq (Hz)	BW 90% (Hz)	SNR NIST Quick (dB)	QualName
263	Spectrogram 1	1	165.911602645	165.911602645	3408.422	78.580	165.9062	NaN	165.9062	NaN	0.0000	0.0000	80.000	800.000	80.000	720.000	22.84	break
39	Spectrogram 1	1	167.105470043	169.384958777	638.145	200.348	167.4062	0.1250	169.2187	0.9306	1.8125	2.2795	224.000	608.000	240.000	384.000	16.91	F
40	Spectrogram 1	1	168.454555212	169.082577618	742.029	586.203	168.5312	0.1053	168.9999	0.8947	0.4688	0.6280	624.000	720.000	704.000	96.000	22.96	LS
41	Spectrogram 1	1	170.696979321	174.465113759	1083.362	808.812	171.9374	0.3277	174.2187	0.9412	2.2812	3.7681	832.000	992.000	848.000	160.000	18.13	L
42	Spectrogram 1	1	175.209436611	176.744602493	1075.942	890.435	175.5937	0.2500	176.6249	0.9375	1.0312	1.5352	912.000	1040.000	960.000	128.000	19.09	L
43	Spectrogram 1	1	178.791490335	180.442956663	1053.681	779.130	178.9687	0.0962	180.3124	0.9231	1.3438	1.6515	832.000	1024.000	864.000	192.000	19.10	L
44	Spectrogram 1	1	183.308099495	185.541068051	1216.928	949.797	183.9687	0.2958	185.3749	0.9296	1.4062	2.2330	1008.000	1104.000	1040.000	96.000	20.71	L
45	Spectrogram 1	1	187.750776517	189.262682310	1098.203	883.014	187.9062	0.0851	188.9687	0.8085	1.0625	1.5119	960.000	1056.000	1024.000	96.000	23.81	L
46	Spectrogram 1	1	191.404667756	194.219138540	1194.667	808.812	191.5624	0.0556	193.7812	0.8444	2.2188	2.8145	864.000	1056.000	1024.000	192.000	19.41	L
47	Spectrogram 1	1	196.568407541	198.842674718	1246.609	949.797	196.9687	0.1690	198.6249	0.9155	1.6562	2.2743	1008.000	1072.000	1024.000	64.000	24.12	L
48	Spectrogram 1	1	200.896841365	204.525415267	1135.304	816.232	201.4374	0.1478	203.2812	0.6609	1.8438	3.6286	976.000	1056.000	1024.000	80.000	21.07	L
49	Spectrogram 1	1	205.369107667	208.485959609	719.768	237.449	205.6874	0.1010	208.2812	0.9394	2.5938	3.1169	320.000	624.000	336.000	304.000	21.87	F
50	Spectrogram 1	1	209.835044778	212.835596275	645.565	200.348	210.0624	0.0737	212.5937	0.9263	2.5312	3.0006	288.000	608.000	320.000	320.000	22.54	F
51	Spectrogram 1	1	215.557976315	218.512007633	660.406	244.870	216.1249	0.1915	218.3437	0.9468	2.2188	2.9540	288.000	608.000	320.000	320.000	21.94	F
52	Spectrogram 1	1	221.582339397	224.582890894	630.725	230.029	221.9999	0.1368	224.1562	0.8632	2.1562	3.0006	272.000	576.000	304.000	304.000	20.73	F
53	Spectrogram 1	1	225.568866544	228.848539110	697.507	140.986	225.9374	0.1058	228.2812	0.8269	2.3438	3.2797	208.000	624.000	288.000	416.000	18.50	F
54	Spectrogram 1	1	229.523081694	231.872350696	623.304	185.507	229.8124	0.1216	231.7187	0.9459	1.9062	2.3493	224.000	576.000	240.000	352.000	19.75	F
55	Spectrogram 1	1	232.491321194	233.491505027	972.058	697.507	232.6562	0.1613	233.2187	0.7419	0.5625	1.0002	720.000	816.000	720.000	96.000	20.24	LS
56	Spectrogram 1	1	235.924827760	237.878675246	593.623	192.928	236.1249	0.0968	237.5937	0.8548	1.4688	1.9538	240.000	576.000	544.000	336.000	18.93	F
57	Spectrogram 1	1	238.250836672	240.739666208	615.884	215.188	238.4374	0.0641	240.5312	0.9231	2.0938	2.4888	240.000	592.000	304.000	352.000	21.06	F
58	Spectrogram 1	1	241.336991699	242.406955799	912.696	712.348	241.4999	0.1471	242.2812	0.8824	0.7812	1.0700	736.000	848.000	768.000	112.000	19.78	LS
59	Spectrogram 1	1	243.903038328	246.229047240	608.464	192.928	243.9999	0.0405	245.9062	0.8649	1.9062	2.3260	224.000	576.000	240.000	352.000	19.26	F
264	Spectrogram 1	1	246.259591091	246.293868967	2347.588	137.516	246.2812	NaN	246.2812	NaN	0.0000	0.0343	144.000	848.000	144.000	704.000	18.44	break
60	Spectrogram 1	1	246.391867864	248.927217578	623.304	230.029	246.6874	0.1125	248.6874	0.9125	2.0000	2.5353	240.000	592.000	256.000	352.000	21.37	F
61	Spectrogram 1	1	249.966484763	251.176009397	972.058	682.667	250.1249	0.1316	250.8437	0.7368	0.7188	1.2095	704.000	864.000	720.000	160.000	23.44	LS
62	Spectrogram 1	1	253.967220092	257.200372480	1179.826	897.855	254.3124	0.1068	257.0312	0.9515	2.7188	3.2332	944.000	1056.000	976.000	112.000	20.57	L
63	Spectrogram 1	1	258.852787849	260.806635335	1239.188	875.594	259.5624	0.3607	260.7187	0.9672	1.1562	1.9538	896.000	1056.000	976.000	160.000	21.70	L
64	Spectrogram 1	1	262.830263089	264.784110575	1075.942	786.551	263.0937	0.1290	264.6249	0.9194	1.5312	1.9538	832.000	976.000	912.000	144.000	23.37	L
65	Spectrogram 1	1	267.342720378	269.273307775	1194.667	942.377	267.7499	0.2131	269.1562	0.9508	1.4062	1.9306	976.000	1152.000	992.000	176.000	21.12	L
66	Spectrogram 1	1	271.343455707	272.832101410	1075.942	949.797	271.5624	0.1489	272.7499	0.9574	1.1875	1.4886	976.000	1056.000	1040.000	80.000	25.89	L
67	Spectrogram 1	1	274.739428718	277.204998165	1090.783	793.971	274.9062	0.0641	276.9062	0.8846	2.0000	2.4656	832.000	992.000	896.000	160.000	22.34	L
68	Spectrogram 1	1	279.714872522	281.901320899	1157.565	972.058	279.8749	0.0725	281.8124	0.9710	1.9375	2.1864	1008.000	1104.000	1056.000	96.000	21.38	L
69	Spectrogram 1	1	283.878428474	286.902240060	1216.928	801.391	284.1249	0.0737	285.7499	0.6211	1.6250	3.0238	992.000	1072.000	1040.000	80.000	21.90	L
70	Spectrogram 1	1	289.109733258	291.063580744	1105.623	927.536	289.4374	0.1613	290.7812	0.8548	1.3438	1.9538	976.000	1072.000	992.000	96.000	22.40	L
71	Spectrogram 1	1	292.668526894	295.529517856	1068.522	756.870	293.0312	0.1222	294.4999	0.6444	1.4688	2.8610	880.000	1056.000	1040.000	176.000	21.78	L
72	Spectrogram 1	1	296.180800351	299.390692650	667.826	230.029	296.5624	0.1176	298.9374	0.8627	2.3750	3.2099	272.000	608.000	320.000	336.000	21.12	F
73	Spectrogram 1	1	301.739961651	304.856813593	667.826	252.290	302.1562	0.1313	304.4687	0.8788	2.3125	3.1169	288.000	624.000	320.000	336.000	22.24	F
74	Spectrogram 1	1	307.914328382	310.868359700	638.145	244.870	308.2187	0.0968	310.5624	0.9032	2.3438	2.9540	288.000	592.000	304.000	304.000	23.82	F
75	Spectrogram 1	1	315.846018772	318.078987328	630.725	207.768	316.0624	0.0857	317.7499	0.8571	1.6875	2.2330	240.000	592.000	240.000	352.000	19.60	F
76	Spectrogram 1	1	318.707009734	319.544372942	808.812	630.725	318.9999	0.3462	319.2812	0.6923	0.2812	0.8374	672.000	752.000	720.000	80.000	25.64	LS
77	Spectrogram 1	1	323.688782729	326.084571908	615.884	185.507	323.9687	0.1067	325.5624	0.7867	1.5938	2.3958	240.000	592.000	240.000	352.000	19.14	F
78	Spectrogram 1	1	331.434392406	333.830181585	764.290	207.768	331.7499	0.1316	333.5312	0.8816	1.7812	2.3958	240.000	592.000	240.000	352.000	20.33	F
79	Spectrogram 1	1	334.853625507	335.504908002	853.333	652.986	334.9999	0.2000	335.3124	0.7000	0.3125	0.6513	688.000	816.000	720.000	128.000	21.38	LS
265	Spectrogram 1	1	338.309083934	338.343361810	2995.875	206.273	338.3124	NaN	338.3124	NaN	0.0000	0.0343	208.000	848.000	656.000	640.000	15.65	break
80	Spectrogram 1	1	339.412602974	341.924692599	756.870	230.029	339.6562	0.0886	341.7187	0.9241	2.0625	2.5121	256.000	592.000	560.000	336.000	18.91	F
81	Spectrogram 1	1	343.037853975	344.363679055	979.478	734.609	343.1249	0.0488	344.0312	0.7561	0.9062	1.3258	768.000	864.000	784.000	96.000	22.46	LS
82	Spectrogram 1	1	347.038589303	350.295001780	1090.783	927.536	348.0937	0.3204	350.1562	0.9612	2.0625	3.2564	944.000	1056.000	1008.000	112.000	20.14	L
83	Spectrogram 1	1	352.365149712	353.900315594	1194.667	890.435	352.7187	0.2292	353.6562	0.8542	0.9375	1.5352	928.000	1008.000	944.000	80.000	23.70	L
84	Spectrogram 1	1	355.458741565	357.575409675	1083.362	786.551	355.8437	0.1791	357.0312	0.7463	1.1875	2.1167	864.000	960.000	896.000	96.000	24.00	L
85	Spectrogram 1	1	357.901050923	358.947754933	1083.362	779.130	358.0937	0.1818	358.8437	0.9091	0.7500	1.0467	816.000	992.000	928.000	176.000	18.98	L
86	Spectrogram 1	1	360.343360280	362.553068747	1150.145	949.797	360.6874	0.1571	362.4062	0.9429	1.7188	2.2097	976.000	1088.000	992.000	112.000	21.15	L
87	Spectrogram 1	1	364.348209532	365.953155681	1142.725	942.377	364.7499	0.2400	365.8749	0.9600	1.1250	1.6049	976.000	1072.000	1056.000	96.000	26.68	L
88	Spectrogram 1	1	367.720922455	369.628249762	1098.203	816.232	367.8437	0.0500	369.2499	0.8000	1.4062	1.9073	864.000	1072.000	880.000	208.000	24.08	L
89	Spectrogram 1	1	372.117079298	374.117446963	1120.464	949.797	372.3749	0.1270	373.9999	0.9524	1.6250	2.0004	992.000	1072.000	1072.000	80.000	22.49	L
90	Spectrogram 1	1	375.792173379	377.815801133	1098.203	912.696	376.0937	0.1406	377.6874	0.9375	1.5938	2.0236	960.000	1056.000	1008.000	96.000	20.94	L
91	Spectrogram 1	1	379.417424380	382.441235966	704.928	267.130	379.7812	0.1146	382.1249	0.8958	2.3438	3.0238	304.000	624.000	320.000	320.000	24.62	F
92	Spectrogram 1	1	385.255706749	388.046917444	638.145	230.029	385.5312	0.0909	387.6874	0.8750	2.1562	2.7912	272.000	608.000	320.000	336.000	23.94	F
93	Spectrogram 1	1	388.605159583	389.209921900	853.333	652.986	388.7812	0.2778	389.0624	0.7778	0.2812	0.6048	688.000	752.000	688.000	64.000	28.71	L
94	Spectrogram 1	1	390.326406177	393.071096694	652.986	259.710	390.6562	0.1149	392.8437	0.9195	2.1875	2.7447	288.000	592.000	320.000	304.000	23.67	F
95	Spectrogram 1	1	394.257361239	397.095092111	645.565	215.188	394.5624	0.1000	396.8124	0.9000	2.2500	2.8377	288.000	592.000	320.000	304.000	22.28	F
96	Spectrogram 1	1	400.211944054	402.886854302	764.290	237.449	400.5937	0.1412	402.5624	0.8824	1.9688	2.6749	304.000	576.000	320.000	272.000	22.91	F
97	Spectrogram 1	1	403.358366596	403.893348646	766.503	646.737	403.4687	0.1875	403.7812	0.8125	0.3125	0.5350	672.000	736.000	704.000	64.000	23.83	LS
98	Spectrogram 1	1	408.493484822	410.679933200	623.304	170.667	408.7499	0.1159	410.3124	0.8406	1.5625	2.1864	240.000	592.000	320.000	352.000	22.02	F
99	Spectrogram 1	1	411.633596854	412.331399527	823.652	630.725	411.7499	0.1429	412.1562	0.7619	0.4062	0.6978	704.000	784.000	736.000	80.000	25.35	LS
266	Spectrogram 1	1	414.859127808	414.961961436	3310.197	235.741	414.8749	0.0000	414.9374	1.0000	0.0625	0.1028	272.000	848.000	368.000	576.000	16.78	break
100	Spectrogram 1	1	416.632300746	418.725708767	756.870	200.348	416.8124	0.0758	418.4062	0.8485	1.5938	2.0934	240.000	608.000	544.000	368.000	21.43	F
101	Spectrogram 1	1	419.888713223	420.726076432	897.855	704.928	420.1249	0.2692	420.5624	0.8077	0.4375	0.8374	720.000	816.000	736.000	96.000	23.36	LS
102	Spectrogram 1	1	425.749148047	427.796035890	1090.783	875.594	426.0312	0.1385	427.5624	0.8923	1.5312	2.0469	928.000	1024.000	944.000	96.000	20.63	L
103	Spectrogram 1	1	429.882006514	431.393912307	1120.464	927.536	430.2499	0.2340	431.2499	0.9149	1.0000	1.5119	960.000	1040.000	976.000	80.000	20.45	L
104	Spectrogram 1	1	433.557100595	435.650508616	1001.739	823.652	433.6874	0.0606	434.9999	0.6970	1.3125	2.0934	864.000	976.000	960.000	112.000	24.25	L
105	Spectrogram 1	1	438.116078063	440.325786529	1172.406	964.638	438.3124	0.0857	440.1874	0.9429	1.8750	2.2097	976.000	1088.000	1008.000	112.000	20.69	L
106	Spectrogram 1	1	442.372674372	445.047584621	1157.565	771.710	442.8749	0.1882	444.7187	0.8824	1.8438	2.6749	912.000	1024.000	960.000	112.000	23.08	L
107	Spectrogram 1	1	448.344029493	450.437437513	1105.623	905.275	448.6249	0.1231	450.0937	0.8462	1.4688	2.0934	944.000	1040.000	960.000	96.000	22.42	L
108	Spectrogram 1	1	452.484325356	455.368576407	1068.522	831.072	452.6562	0.0549	454.9999	0.8791	2.3438	2.8843	880.000	1040.000	1024.000	160.000	19.04	L
109	Spectrogram 1	1	456.298979972	459.485612181	712.348	252.290	456.6874	0.1188	459.0937	0.8812	2.4062	3.1866	304.000	608.000	320.000	304.000	21.34	F
110	Spectrogram 1	1	461.834881182	465.161073927	660.406	237.449	462.2812	0.1321	464.5624	0.8208	2.2812	3.3262	288.000	592.000	320.000	304.000	21.36	F
111	Spectrogram 1	1	468.683790498	470.777198519	652.986	170.667	468.8749	0.0909	470.4374	0.8485	1.5625	2.0934	240.000	608.000	256.000	368.000	20.41	F
112	Spectrogram 1	1	471.771037336	472.585140455	838.363	694.643	471.9062	0.1600	472.2812	0.6400	0.3750	0.8141	736.000	816.000	784.000	80.000	21.05	LS
113	Spectrogram 1	1	475.871158036	478.266947216	652.986	163.246	476.1249	0.1053	477.9999	0.8947	1.8750	2.3958	208.000	608.000	256.000	400.000	22.10	F
114	Spectrogram 1	1	478.969971447	479.737554388	845.913	638.145	479.0624	0.0870	479.5312	0.7391	0.4688	0.7676	720.000	800.000	784.000	80.000	22.86	LS
115	Spectrogram 1	1	480.784258398	483.203307667	693.417	200.348	481.0624	0.1053	482.8749	0.8684	1.8125	2.4190	240.000	608.000	304.000	368.000	20.04	F
116	Spectrogram 1	1	483.924370429	484.808253816	823.652	675.246	484.0624	0.1481	484.6874	0.8889	0.6250	0.8839	720.000	800.000	784.000	80.000	21.42	LS
117	Spectrogram 1	1	485.898908275	488.827437568	797.922	172.883	486.4062	0.1720	488.4374	0.8710	2.0312	2.9285	272.000	608.000	304.000	336.000	20.24	F
118	Spectrogram 1	1	491.735641302	494.235641047	646.737	199.610	491.9999	0.1013	493.9999	0.9114	2.0000	2.5000	256.000	608.000	256.000	352.000	22.49	F
267	Spectrogram 1	1	498.520793363	498.589349115	2838.715	284.854	498.5312	0.0000	498.5624	1.0000	0.0312	0.0686	336.000	1728.000	672.000	1392.000	17.98	break
119	Spectrogram 1	1	499.318139657	501.851034136	638.752	199.610	499.5937	0.1000	501.5624	0.8875	1.9688	2.5329	240.000	608.000	256.000	368.000	20.65	F
120	Spectrogram 1	1	502.508928806	503.298402410	854.331	702.628	502.7187	0.2500	503.1249	0.7917	0.4062	0.7895	736.000	816.000	752.000	80.000	19.67	LS
121	Spectrogram 1	1	506.405666099	509.266657061	1069.910	806.425	506.7187	0.1099	508.9374	0.8901	2.2188	2.8610	832.000	992.000	832.000	160.000	17.75	L
122	Spectrogram 1	1	511.476365527	512.848710785	1061.926	902.238	511.6249	0.0930	512.7187	0.9070	1.0938	1.3723	944.000	1024.000	1008.000	80.000	19.77	L
123	Spectrogram 1	1	514.779298182	517.198347451	1061.926	782.472	515.0312	0.1039	516.8749	0.8701	1.8438	2.4190	816.000	976.000	848.000	160.000	15.47	L
124	Spectrogram 1	1	519.612017141	521.821725607	1237.583	902.238	519.9062	0.1286	521.6562	0.9286	1.7500	2.2097	976.000	1072.000	1008.000	96.000	19.56	L
125	Spectrogram 1	1	523.845353361	525.217698619	1197.661	958.129	524.0312	0.1190	525.0937	0.9286	1.0625	1.3723	976.000	1088.000	1008.000	112.000	20.25	L
126	Spectrogram 1	1	527.101765838	528.985833057	1053.942	798.441	527.2499	0.0678	528.7187	0.8644	1.4688	1.8841	848.000	1024.000	1008.000	176.000	15.94	L
127	Spectrogram 1	1	531.762169529	533.483416124	1125.801	950.144	532.0312	0.1481	533.3124	0.9074	1.2812	1.7212	992.000	1088.000	1008.000	96.000	20.53	L
128	Spectrogram 1	1	535.363283263	537.369862006	1253.552	966.113	535.6562	0.1429	537.1249	0.8889	1.4688	2.0066	992.000	1088.000	1024.000	96.000	25.27	L
129	Spectrogram 1	1	538.915914480	542.304072031	654.721	239.532	539.3437	0.1215	541.8437	0.8692	2.5000	3.3882	304.000	624.000	336.000	320.000	21.73	F
130	Spectrogram 1	1	543.455387703	546.152755850	670.690	215.579	543.8749	0.1529	545.8437	0.8941	1.9688	2.6974	272.000	528.000	304.000	256.000	22.94	F
276	Spectrogram 1	1	546.931949243	549.283046734	736.691	186.628	547.0624	0.0533	548.8749	0.8267	1.8125	2.3511	208.000	688.000	304.000	480.000	16.78	F
275	Spectrogram 1	1	551.367524922	554.057956071	775.981	166.983	551.7499	0.1412	553.8749	0.9412	2.1250	2.6904	192.000	688.000	208.000	496.000	16.87	F
274	Spectrogram 1	1	554.809337743	557.305863945	736.691	166.983	555.1874	0.1519	557.0312	0.8987	1.8438	2.4965	192.000	720.000	688.000	528.000	16.42	F
272	Spectrogram 1	1	560.553771819	562.929107428	825.094	166.983	560.5937	0.0133	562.7187	0.9200	2.1250	2.3753	192.000	688.000	304.000	496.000	15.72	F
273	Spectrogram 1	1	563.462346034	564.213727706	825.094	618.820	563.5624	0.1304	564.0312	0.7826	0.4688	0.7514	656.000	736.000	720.000	80.000	17.20	LS
271	Spectrogram 1	1	565.110538089	567.752493002	815.271	186.628	565.5624	0.1667	567.5312	0.9167	1.9688	2.6420	208.000	704.000	304.000	496.000	18.21	F
270	Spectrogram 1	1	567.994874186	568.818970214	815.271	608.998	568.1874	0.2308	568.5937	0.7308	0.4062	0.8241	656.000	720.000	688.000	64.000	20.36	LS
277	Spectrogram 1	1	569.449161294	572.212306799	756.336	147.338	570.0312	0.2069	572.0312	0.9425	2.0000	2.7631	192.000	704.000	304.000	512.000	16.62	F
278	Spectrogram 1	1	573.569641433	575.848024568	775.981	157.161	573.7812	0.0833	575.7499	0.9583	1.9688	2.2784	192.000	704.000	544.000	512.000	17.18	F
279	Spectrogram 1	1	576.720596833	578.998979968	746.513	137.516	576.8124	0.0282	578.6874	0.8732	1.8750	2.2784	176.000	704.000	352.000	528.000	16.89	F
280	Spectrogram 1	1	580.356314602	582.586221500	667.933	196.451	580.6249	0.1143	582.3437	0.9000	1.7188	2.2299	256.000	592.000	352.000	336.000	17.78	F
281	Spectrogram 1	1	583.361841291	584.331366030	785.803	687.578	583.5624	0.2000	583.9999	0.6667	0.4375	0.9695	720.000	768.000	736.000	48.000	22.82	LS
282	Spectrogram 1	1	585.155462057	587.773178851	658.110	206.273	585.6562	0.1928	587.5312	0.9157	1.8750	2.6177	224.000	608.000	240.000	384.000	17.27	F
283	Spectrogram 1	1	590.542373353	593.741804990	599.175	176.806	590.9999	0.1386	593.2499	0.8515	2.2500	3.1994	224.000	576.000	240.000	352.000	20.28	F
284	Spectrogram 1	1	593.984186175	595.099139624	775.981	638.465	594.2187	0.2000	594.6249	0.5714	0.4062	1.1150	672.000	752.000	752.000	80.000	15.81	LS
285	Spectrogram 1	1	596.165616837	599.025714815	618.820	157.161	596.4687	0.1000	598.5937	0.8556	2.1250	2.8601	208.000	576.000	240.000	368.000	14.54	F
286	Spectrogram 1	1	602.033544950	602.227449898	2976.230	422.369	602.0624	0.0000	602.2187	1.0000	0.1562	0.1939	480.000	1520.000	928.000	1040.000	17.75	break
268	Spectrogram 1	1	606.035547747	608.580550185	608.998	166.983	606.4374	0.1500	608.3749	0.9250	1.9375	2.5450	224.000	576.000	288.000	352.000	15.90	F
269	Spectrogram 1	1	608.338169001	609.453122450	785.803	540.240	608.4687	0.1143	609.3437	0.9143	0.8750	1.1150	560.000	704.000	688.000	144.000	19.42	LS
135	Spectrogram 1	1	610.145467021	611.983014061	1101.848	830.378	610.4687	0.1724	611.8749	0.9483	1.4062	1.8375	864.000	1040.000	880.000	176.000	16.45	L
136	Spectrogram 1	1	613.835094522	615.393520493	1045.957	870.300	614.1562	0.2041	615.2812	0.9388	1.1250	1.5584	912.000	1008.000	944.000	96.000	21.71	L
137	Spectrogram 1	1	617.393888157	619.557076445	1165.723	774.487	617.6874	0.1324	618.8749	0.6912	1.1875	2.1632	848.000	1008.000	896.000	160.000	21.14	L
138	Spectrogram 1	1	622.128526841	624.245194951	1109.832	830.378	622.3437	0.0909	624.0624	0.9242	1.7188	2.1167	880.000	1024.000	896.000	144.000	20.94	L
